mAh	volts	mA
2.5982543000000002	3.79583429	0.1212329
2.6285932	3.80392157	0.1213092
2.658932	3.81185626	0.1213855
2.6892709000000004	3.81948577	0.1214618
2.7196097	3.82696269	0.1213092
2.7499485999999997	3.83428702	0.1213855
2.7802873999999997	3.84145876	0.1214618
2.8106262	3.8486305	0.1214618
2.8409651	3.85595483	0.1213092
2.8713039000000005	3.86327916	0.1213855
2.9016428000000003	3.87060349	0.1212329
2.9319816	3.87823301	0.1214618
2.9623204999999997	3.88570993	0.1212329
2.9926593	3.89318685	0.1216907
3.0229982	3.90112154	0.1215381
3.053337	3.90859846	0.121004
3.0836759000000002	3.91638056	0.1213855
3.1140147	3.92431525	0.1213855
3.1443535999999996	3.93194476	0.1213855
3.1746925	3.94018463	0.1213855
3.2050313000000004	3.94796674	0.1214618
3.2353701	3.95590143	0.1214618
3.265709	3.96383612	0.1213855
3.2960478	3.97222858	0.1213092
3.3263867	3.98046845	0.1213092
3.3567255	3.98886091	0.1214618
3.3870643	3.99725338	0.1213092
3.4174032	4.00534066	0.1211566
3.4477420000000003	4.01388571	0.1211566
3.4780808	4.02243076	0.1213855
3.5084196999999997	4.03082322	0.1214618
3.5387585999999995	4.03982605	0.1212329
3.5690975	4.04806592	0.1213855
3.5994363000000003	4.05691615	0.1215381
3.6297751000000003	4.06561379	0.1212329
3.6601140000000005	4.07446403	0.1213855
3.6904528	4.08316167	0.1213855
3.7207917	4.09185931	0.1214618
3.7482564000000003	4.09994659	0.1212329
