volts	mAhg
0.08041505	313.4004024
0.08026246	313.6722723
0.08026246	313.9441423
0.08026246	314.2160122
0.08010986	314.4878821
0.08010986	314.759752
0.07995727	315.0316148
0.07995727	315.3034848
0.07980468	315.5753547
0.07980468	315.8472246
0.07980468	316.1190945
0.07965209	316.3909644
0.0794995	316.6628343
0.07965209	316.9346972
0.0794995	317.2065671
0.07934691	317.478437
0.07934691	317.7503069
0.07934691	318.0221768
0.07919432	318.2940468
0.07919432	318.5659167
0.07919432	318.8377795
0.07904173	319.1096494
0.07888914	319.3815193
0.07873655	319.6533893
0.07873655	319.9252592
0.07873655	320.1971291
0.07858396	320.468999
0.07858396	320.7408618
0.07843137	321.0127318
0.07827878	321.2846017
0.07812619	321.5564716
0.07812619	321.8283415
0.07782101	322.1002114
0.0779736	322.3720813
0.07766842	322.6439442
0.07751583	322.9158141
0.07736324	323.187684
0.07705806	323.4595539
0.07690547	323.7314238
0.07690547	324.0032938
0.07675288	324.2751637
0.07675288	324.5470265
0.0764477	324.8188964
0.0764477	325.0907663
0.07614252	325.3626363
0.07598993	325.6345062
0.07583734	325.9063761
0.07553216	326.1782389
0.07553216	326.4501088
0.07522698	326.7219788
0.07507439	326.9938487
0.07507439	327.2657186
0.07461662	327.5375885
0.07446403	327.8094584
0.07400626	328.0813212
0.07385367	328.3531912
0.07370108	328.6250611
0.0733959	328.896931
0.07324331	329.1688009
0.07293812	329.4406708
0.07263294	329.7125408
0.07248035	329.9844036
0.07232776	330.2562735
0.07202258	330.5281434
0.0717174	330.8000133
0.07141222	331.0718833
0.07125963	331.3437532
0.07080186	331.6156231
0.07064927	331.8874859
0.0701915	332.1593558
0.06973373	332.4312257
0.06942855	332.7030957
0.06927596	332.9749656
0.0686656	333.2468355
0.06836042	333.5187054
0.06805524	333.7905682
0.06775006	334.0624382
0.06729229	334.3343081
0.06698711	334.606178
0.06683452	334.8780479
0.06607156	335.1499178
0.06576638	335.4217878
0.0654612	335.6936506
0.06500343	335.9655205
0.06439307	336.2373904
0.0639353	336.5092603
0.06332494	336.7811302
0.06286717	337.0530002
0.06256199	337.3248701
0.06195163	337.5967329
0.06164645	337.8686028
0.06103609	338.1404727
0.06057832	338.4123427
0.05996796	338.6842126
0.0593576	338.9560825
0.05874723	339.2279524
0.05828946	339.4998152
0.0576791	339.7716852
0.05706874	340.0435551
0.05661097	340.315425
0.05600061	340.5872949
0.05523766	340.8591648
0.05447471	341.1310347
0.05386435	341.4028976
0.05325399	341.6747675
0.05264363	341.9466374
0.05172808	342.2185073
0.05111772	342.4903772
0.05050736	342.7622472
0.04974441	343.0341171
0.04882887	343.3059799
0.04806592	343.5778498
0.04745556	343.8497197
0.0468452	344.1215897
0.04592966	344.3934596
0.04501411	344.6653295
0.04425116	344.9371994
0.04348821	345.2090622
0.04272526	345.4809322
0.04196231	345.7528021
0.04089418	346.024672
0.04013123	346.2965419
0.03936828	346.5684118
0.03830014	346.8402817
0.03753719	347.1121446
0.03646906	347.3840145
0.03555352	347.6558844
0.03479057	347.9277543
0.03356985	348.1996242
0.0328069	348.4714942
0.03204395	348.7433641
0.03097581	349.0152269
0.03006027	349.2870968
0.02899214	349.5589667
0.02822919	349.8308367
0.02700847	350.1027066
0.02609293	350.3745765
0.02532998	350.6464393
0.02426184	350.9183092
0.0233463	351.1901791
0.02227817	351.4620491
0.02151522	351.733919
0.02044709	352.0057889
0.01922637	352.2776588
0.01846342	352.5495216
0.01754788	352.8213916
0.01647974	353.0932615
0.0155642	353.3651314
0.01464866	353.6370013
0.01388571	353.9088712
0.01266499	354.1807412
0.01205463	354.452604
0.01113909	354.7244739
0.01022354	354.9963438
0.009308	355.2682137
0.00839246	355.5400836
0.00747692	355.8119536
0.00656138	356.0838235
0.00564584	356.3556863
0.00488289	356.6275562
0.00411994	356.8994261
0.00335698	357.1712961
0.00228885	357.443166
0.00167849	357.7150359
0.00076295	357.9869058
0	358.1909856
