volts	mAhg
4.16739147	161.6910451
4.16830701	161.832015
4.16922255	161.9729887
4.17013809	162.1139586
4.17105364	162.2549286
4.17212177	162.3959023
4.1731899	162.5368722
4.17395285	162.6778421
4.17502098	162.8188158
4.17593652	162.9597857
4.17685206	163.1007556
4.1779202	163.2417293
4.17898833	163.3826992
4.17975128	163.5236692
4.180972	163.6646429
4.18173495	163.8056128
4.18295567	163.9465827
4.18371862	164.0875564
4.18463416	164.2285263
4.18554971	164.3694962
4.18661784	164.5104699
4.18753338	164.6514398
4.18844892	164.7924098
4.18936446	164.9333835
4.19043259	165.0743534
4.19119554	165.2153233
4.19226368	165.356297
4.19333181	165.4972669
4.19409476	165.6382368
4.19531548	165.7792068
4.19607843	165.9201805
4.19729915	166.0611504
4.19821469	166.2021203
4.19913024	166.343094
4.20004578	166.4840639
4.2012665	166.6250338
4.20187686	166.7660075
4.20294499	166.9069774
4.20401312	167.0479474
4.20492866	167.1889211
4.20584421	167.329891
4.20675975	167.4708609
4.20767529	167.6118346
4.20889601	167.7528045
4.20965896	167.8937744
4.21042191	168.0347481
4.21179522	168.175718
4.21271077	168.316688
4.21362631	168.4576617
4.21438926	168.5986316
4.21545739	168.7396015
4.21637293	168.8805752
4.21728847	169.0215451
4.2183566	169.162515
4.21942473	169.3034887
4.22034028	169.4444586
4.22125582	169.5854286
4.22217136	169.7264023
4.22339208	169.8673722
4.22415503	170.0083421
4.22507057	170.1493158
4.2261387	170.2902857
4.22705425	170.4312556
4.22796979	170.5722293
4.22888533	170.7131992
4.23010605	170.8541692
4.230869	170.9951429
4.23178454	171.1361128
4.23300526	171.2770827
4.2340734	171.4180564
4.23498894	171.5590263
4.23575189	171.6999962
4.23682002	171.8409699
4.23788815	171.9819398
4.2386511	172.1229098
4.23956664	172.2638835
4.24063478	172.4048534
4.24170291	172.5458233
4.24246586	172.686797
4.24368658	172.8277669
4.24475471	172.9687368
4.24551766	173.1097105
4.2464332	173.2506805
4.24750134	173.3916504
4.24856947	173.5326241
4.2496376	173.673594
4.25040055	173.8145639
4.25131609	173.9555376
4.25238422	174.0965075
4.25329976	174.2374774
4.2542153	174.3784511
4.25528344	174.5194211
4.25619898	174.660391
4.25711452	174.8013647
4.25818265	174.9423346
4.25909819	175.0833045
4.26016632	175.2242782
4.26077668	175.3652481
4.26199741	175.506218
4.26306554	175.6471917
4.26382849	175.7881617
4.26489662	175.9291316
4.26596475	176.0701053
4.26703288	176.2110752
4.26779583	176.3520451
4.26901656	176.4930188
4.27008469	176.6339887
4.27084764	176.7749586
4.27161059	176.9159323
4.27283131	177.0569023
4.27359426	177.1978722
4.27466239	177.3388459
4.27573053	177.4798158
4.27664607	177.6207857
4.27756161	177.7617594
4.27832456	177.9027293
4.27969787	178.0436992
4.28061341	178.1846729
4.28137636	178.3256429
4.2824445	178.4666128
4.28351263	178.6075865
4.28427558	178.7485564
4.2854963	178.8895263
4.28625925	179.0305
4.28763256	179.1714699
4.28839551	179.3124398
4.28931106	179.4534135
4.29037919	179.5943835
4.29129473	179.7353534
4.29221027	179.8763271
4.29312581	180.017297
4.29419394	180.1582669
4.29526207	180.2992406
4.29633021	180.4402105
4.29724575	180.5811805
4.29831388	180.7221541
4.29922942	180.8631241
4.29999237	181.004094
4.30121309	181.1450677
4.30212863	181.2860376
4.30304417	181.4270075
4.30380713	181.5679812
4.30502785	181.7089511
4.30609598	181.8499211
4.30701152	181.9908947
4.30777447	182.1318647
4.30899519	182.2728346
4.31006332	182.4138083
4.31097887	182.5547782
4.31174182	182.6957481
4.31296254	182.8367218
4.31403067	182.9776917
4.31464103	183.1186617
4.31586175	183.2596316
4.31677729	183.4006053
4.31799802	183.5415752
4.31891356	183.6825451
4.3198291	183.8235188
4.32104982	183.9644887
4.32181277	184.1054586
4.32272831	184.2464323
4.32394903	184.3874023
4.32486458	184.5283722
4.32593271	184.6693459
4.32684825	184.8103158
4.32776379	184.9512857
4.32883192	185.0922594
4.32990005	185.2332293
4.33112078	185.3741992
4.33188373	185.5151729
4.33295186	185.6561429
4.3338674	185.7971128
4.33478294	185.9380865
4.33600366	186.0790564
4.33722438	186.2200263
4.33813993	186.361
4.33905547	186.5019699
4.33997101	186.6429398
4.34119173	186.7839135
4.34195468	186.9248835
4.3431754	187.0658534
4.34409094	187.2068271
4.34515908	187.347797
4.34622721	187.4887669
4.34714275	187.6297406
4.34836347	187.7707105
4.34927901	187.9116805
4.35004196	188.0526541
4.35111009	188.1936241
4.35233082	188.334594
4.35324636	188.4755677
4.35431449	188.6165376
4.35553521	188.7575075
4.35645075	188.8984812
4.35736629	189.0394511
4.35858701	189.1804211
4.35965515	189.3213947
4.36087587	189.4623647
4.36163882	189.6033346
4.36270695	189.7443083
4.36392767	189.8852782
4.36484321	190.0262481
4.36591135	190.1672218
4.36697948	190.3081917
4.36804761	190.4491617
4.36911574	190.5901353
4.37033646	190.7311053
4.37109941	190.8720752
4.37216754	191.0130489
4.37338827	191.1540188
4.3744564	191.2949887
4.37537194	191.4359624
4.37659266	191.5769323
4.37766079	191.7179023
4.37857633	191.8588759
4.37964446	191.9998459
4.3807126	192.1408158
4.38193332	192.2817895
4.38300145	192.4227594
4.38422217	192.5637293
4.38498512	192.704703
4.38605325	192.8456729
4.38727398	192.9866429
4.3884947	193.1276165
4.38956283	193.2685865
4.39063096	193.4095564
4.39169909	193.5505301
4.39276722	193.6915
4.39368276	193.8324699
4.39490349	193.9734436
4.39597162	194.1144135
4.39734493	194.2553835
4.39826047	194.3963571
4.3993286	194.5373271
4.40039673	194.678297
4.40146487	194.8192707
4.40268559	194.9602406
4.40360113	195.1012105
4.40482185	195.2421842
4.40604257	195.3831541
4.4071107	195.5241241
4.40817884	195.6650977
4.40939956	195.8060677
4.41046769	195.9470376
4.41168841	196.0880113
4.41275654	196.2289812
4.41382467	196.3699511
4.41489281	196.5109248
4.41596094	196.6518947
4.41733425	196.7928647
4.41840238	196.9338383
4.41931792	197.0748083
4.42069123	197.2157782
4.42175937	197.3567519
4.4228275	197.4977218
4.42420081	197.6386917
4.42526894	197.7796654
4.42633707	197.9206353
4.42755779	198.0616053
4.42847333	198.2025789
4.42984665	198.3435489
4.43091478	198.4845188
4.43198291	198.6254925
4.43320363	198.7664624
4.43442435	198.9074323
4.43549248	199.048406
4.43640803	199.1893759
4.43778134	199.3303459
4.43884947	199.4713195
4.4399176	199.6122895
4.44098573	199.7532594
4.44235904	199.8942331
4.44342718	200.035203
4.4446479	200.1761729
4.44571603	200.3171466
4.44693675	200.4581165
4.44800488	200.5990865
4.44937819	200.7400602
4.45044633	200.8810301
4.45151446	201.022
4.45288777	201.1629737
4.4539559	201.3039436
4.45502403	201.4449135
4.45609216	201.5858872
4.4571603	201.7268571
4.45838102	201.8678271
4.45960174	202.0088008
4.46082246	202.1497707
4.46204318	202.2907406
4.4632639	202.4317143
4.46417945	202.5726842
4.46570535	202.7136541
4.4664683	202.8546278
4.46768902	202.9955977
4.46890974	203.1365677
4.46967269	203.2775414
4.4711986	203.4185113
4.47226673	203.5594812
4.47348745	203.7004511
4.47470817	203.8414248
4.4757763	203.9823947
4.47684443	204.1233647
4.47806516	204.2643383
4.47928588	204.4053083
4.48035401	204.5462782
4.48172732	204.6872519
4.48279545	204.8282218
4.48386358	204.9691917
4.4852369	205.1101654
4.48630503	205.2511353
4.48737316	205.3921053
4.48859388	205.5330789
4.4898146	205.6740489
4.49088273	205.8150188
4.49210346	205.9559925
4.49317159	206.0969624
4.49439231	206.2379323
4.49546044	206.378906
4.49652857	206.5198759
4.49774929	206.6608459
4.49897002	206.8018195
4.50003815	206.8910263
